model_name,text_detection,text_recognition,preprocessing_steps,item_accuracy,char_accuracy,inference_time,average_normalized_levenshtein,average_bleu_score,average_rouge_rouge-1,average_rouge_rouge-2,average_rouge_rouge-l,average_type_textType1,average_region_bottom,average_length_short,average_length_medium,average_length_long,average_size_large
paddleocr,DBNet/EAST,CRNN/SVTR,sharpening,0.0,0.0,0.012976408004760742,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,DBNet/EAST,CRNN/SVTR,sharpening_binarization,0.0,0.0,0.0764153003692627,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,DBNet/EAST,CRNN/SVTR,sharpening_denoising,0.0,0.0,6.680956602096558,0.0,0.0,0.0,0.0,0.0,,,,,,
paddleocr,DBNet/EAST,CRNN/SVTR,sharpening_denoising_binarization,0.0,0.0,6.8134605884552,0.0,0.0,0.0,0.0,0.0,,,,,,
tesseract,Layout Analysis,LSTM + CTC,binarization,0.0,0.0,2.101909875869751,0.3509933774834437,0.3278111648014121,0.5151515101765127,0.330708656448323,0.5151515101765127,,,,,,
tesseract,Layout Analysis,LSTM + CTC,denoising,0.0,0.0,8.984200954437256,0.3818984547461368,0.32573256372789616,0.5410627969940957,0.32950191076232,0.5410627969940957,,,,,,
tesseract,Layout Analysis,LSTM + CTC,denoising_binarization,0.0,0.0,8.802164077758789,0.42163355408388525,0.3322645099861914,0.532663311611323,0.33201580530487906,0.532663311611323,,,,,,
tesseract,Layout Analysis,LSTM + CTC,no_preprocessing,0.0,0.0,2.6462862491607666,0.3774834437086093,0.34001456400446867,0.5480769181434912,0.33587785765252615,0.5480769181434912,,,,,,
tesseract,Layout Analysis,LSTM + CTC,no_preprocessing,0.0,0.0,2.3161144256591797,0.3774834437086093,0.34001456400446867,0.5480769181434912,0.33587785765252615,0.5480769181434912,,,,,,
tesseract,Layout Analysis,LSTM + CTC,no_preprocessing,0.0,0.0,2.3787500858306885,0.3774834437086093,0.34001456400446867,0.5480769181434912,0.33587785765252615,0.5480769181434912,,,,,,
tesseract,Layout Analysis,LSTM + CTC,sharpening,0.0,0.0,2.382831573486328,0.38631346578366443,0.33248570619829215,0.546341458467103,0.3333333283766,0.546341458467103,,,,,,
tesseract,Layout Analysis,LSTM + CTC,sharpening_binarization,0.0,0.0,2.088731288909912,0.3995584988962473,0.2959925700783616,0.5273631791153685,0.27667983692543235,0.5273631791153685,,,,,,
tesseract,Layout Analysis,LSTM + CTC,sharpening_denoising,0.0,0.0,8.866585493087769,0.3818984547461368,0.33248570619829215,0.5490196028911958,0.33204632709291754,0.5490196028911958,,,,,,
tesseract,Layout Analysis,LSTM + CTC,sharpening_denoising_binarization,0.0,0.0,8.918180227279663,0.39072847682119205,0.3279528888369096,0.5436893154453766,0.32950191076232,0.5436893154453766,,,,,,
yolo_ocr,YOLOv5/YOLOv8,External OCR,binarization,0.008403361344537815,1.0,0.08933758735656738,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,1.0,1.0,1.0,,,1.0
yolo_ocr,YOLOv5/YOLOv8,External OCR,denoising,0.008403361344537815,1.0,7.384783506393433,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,1.0,1.0,1.0,,,1.0
yolo_ocr,YOLOv5/YOLOv8,External OCR,denoising_binarization,0.008403361344537815,1.0,7.293381214141846,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,1.0,1.0,1.0,,,1.0
yolo_ocr,YOLOv5/YOLOv8,External OCR,no_preprocessing,0.008403361344537815,1.0,5.0658674240112305,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,1.0,1.0,1.0,,,1.0
yolo_ocr,YOLOv5/YOLOv8,External OCR,sharpening,0.008403361344537815,1.0,0.056697845458984375,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,1.0,1.0,1.0,,,1.0
yolo_ocr,YOLOv5/YOLOv8,External OCR,sharpening_binarization,0.008403361344537815,1.0,0.1004343032836914,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,1.0,1.0,1.0,,,1.0
yolo_ocr,YOLOv5/YOLOv8,External OCR,sharpening_denoising,0.008403361344537815,1.0,7.444266319274902,0.002207505518763808,1.2078762259522556e-53,0.021505376131344667,0.0,0.021505376131344667,1.0,1.0,1.0,,,1.0
yolo_ocr,YOLOv5/YOLOv8,External OCR,sharpening_denoising_binarization,0.008403361344537815,1.0,7.451997756958008,0.008830022075055233,3.749607674807013e-27,0.04255319107288366,0.0,0.04255319107288366,1.0,1.0,1.0,,,1.0
